,postal_code,price,number_of_bedroom,house_area,fully_equipped_kitchen,terrace,is_new,locality,district,province,province_int,region,region_int,district_int,ratio_free_build
6474,2100,129000,1,70,1,0,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6477,9600,138000,2,84,1,1,1,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6478,9600,138000,2,84,1,1,1,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6482,1070,149000,1,82,1,0,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6486,4000,109000,1,73,1,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6487,7140,115000,2,96,1,1,1,Morlanwelz,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.7016054829487675
6488,6000,120000,2,71,1,1,1,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6489,8400,122000,1,60,1,1,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6491,4870,139000,1,62,1,0,1,Trooz,Verviers,liege,4.0,wallonie,1.0,5.0,-2.0622293170746264
6492,9060,135000,2,70,1,0,0,Zelzate,Eeklo,flandre-orientale,1.0,flandre,0.0,42.0,-2.559251403527676
6493,3400,129000,2,63,1,1,1,Landen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-1.836850855406457
6494,3400,129000,2,63,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6495,1070,149000,1,65,1,0,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6496,1060,120000,1,70,1,0,0,Saint-Gilles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.4587450808398663
6497,1060,120000,1,70,1,0,0,Sint-Gillis,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.4587450808398663
6498,8670,129000,2,69,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6499,5170,105000,1,52,1,0,1,Profondeville,Namur,namur,9.0,wallonie,1.0,1.0,-2.2177090499348537
6500,8000,110000,1,22,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6501,1070,139000,2,75,1,1,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6502,6180,139900,2,90,1,1,1,Courcelles,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.393312970283998
6503,4420,140000,2,82,0,1,1,Saint-Nicolas,Liège,liege,4.0,wallonie,1.0,3.0,-3.2589752037614583
6504,8670,145000,1,38,1,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6505,1400,150000,2,81,0,0,0,Nivelles,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-1.8952530213573229
6506,2000,109000,1,16,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6507,9120,110000,1,65,0,0,0,Beveren,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-1.7000311037731617
6508,9120,110000,1,68,0,0,0,Beveren,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-1.7000311037731617
6509,8430,135000,2,73,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6510,1070,139000,1,60,1,1,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6511,9300,140000,2,100,1,1,0,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
6512,6140,140000,3,108,1,0,1,Fontaine-l'Évêque,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.314989896022817
6513,2060,149000,1,51,1,0,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6514,1030,135000,1,42,1,1,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6515,1030,135000,1,42,1,1,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
6516,7170,120000,3,100,1,1,1,Manage,Soignies,hainaut,6.0,wallonie,1.0,33.0,-2.7003279988875764
6517,1731,129000,2,70,1,1,0,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
6519,2060,107000,1,28,1,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6520,8370,115000,1,56,0,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6521,1080,119000,1,52,1,0,1,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6522,1080,119000,1,52,1,0,1,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6523,4620,119000,1,62,0,1,0,Fléron,Liège,liege,4.0,wallonie,1.0,3.0,-2.9412505766011394
6524,5590,119000,1,56,0,0,1,Ciney,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0584993512992058
6525,7181,130000,1,73,1,0,1,Seneffe,Soignies,hainaut,6.0,wallonie,1.0,33.0,-1.4466274532296481
6526,8670,135000,1,37,0,1,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6527,5590,139000,1,59,1,1,1,Ciney,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0584993512992058
6528,9160,140000,2,83,1,1,1,Lokeren,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.5248239092971634
6529,8530,149000,1,46,1,1,1,Harelbeke,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.767449526461732
6530,1040,125000,1,22,1,0,1,Etterbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.438875131417699
6531,9060,119000,2,70,0,0,1,Zelzate,Eeklo,flandre-orientale,1.0,flandre,0.0,42.0,-2.559251403527676
6532,1070,129000,1,66,1,1,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6533,9500,127000,1,80,1,0,0,Geraardsbergen,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.2931362983199057
6534,9500,127000,1,80,1,0,0,Moerbeke,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-1.617889428480672
6535,1400,145000,1,54,1,0,1,Nivelles,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-1.8952530213573229
6537,8400,146000,2,77,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6541,6700,120000,1,48,1,0,0,Arlon,Arlon,luxembourg,10.0,wallonie,1.0,39.0,-1.5638984102976647
6542,7033,137500,1,63,1,1,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6545,8400,145000,2,50,1,0,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6546,8400,149000,1,37,1,1,1,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6547,1080,150000,1,68,1,1,0,Molenbeek-Saint-Jean,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6548,1080,150000,1,68,1,1,0,Sint-Jans-Molenbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.036240582144672
6549,8430,115000,1,35,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6551,4500,109000,1,115,0,1,0,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
6552,2060,112000,1,29,1,0,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6553,1850,110000,1,32,1,1,1,Grimbergen,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.5559733444546424
6554,8670,135000,2,62,0,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6555,9000,144000,2,78,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
6556,7100,109500,1,60,1,0,0,La Louvière,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.6808507968364728
6557,2660,150000,2,85,1,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6558,2600,146000,1,58,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6559,3090,115000,1,33,1,1,1,Overijse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.0049061050346726
6560,6940,115000,3,54,1,1,1,Durbuy,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.2249118924570144
6561,8670,115000,1,53,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6562,1420,129000,1,56,1,0,0,Braine-l'Alleud,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6454629655921007
6563,5590,129000,1,48,1,1,1,Ciney,Dinant,namur,9.0,wallonie,1.0,0.0,-1.0584993512992058
6564,8450,135000,1,50,0,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6565,7000,143000,1,61,1,0,1,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6567,8430,149500,1,45,0,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6568,3600,149900,1,55,1,1,1,Genk,Hasselt,limbourg,7.0,flandre,0.0,20.0,-2.5746933747694247
6569,7000,150000,2,239,1,1,0,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6570,1400,110000,1,64,0,1,0,Nivelles,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-1.8952530213573229
6571,9100,115000,1,57,1,0,0,Sint-Niklaas,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.6292480821096347
6572,8500,129000,2,64,0,1,0,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
6573,8500,140000,3,118,1,0,0,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
6574,8450,149500,1,55,0,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6575,8370,110000,1,40,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6576,5000,150000,1,50,1,1,1,Namur,Namur,namur,9.0,wallonie,1.0,1.0,-2.5327944470916157
6577,8800,120000,1,66,0,0,1,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
6578,8450,129000,2,65,1,1,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6579,9620,134000,2,95,0,0,0,Zottegem,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.4694374353268502
6580,1020,139000,1,65,1,1,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6581,1020,139000,1,65,1,1,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6584,8380,115000,1,42,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6587,3001,146000,1,17,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6588,5570,149500,2,80,1,1,0,Beauraing,Dinant,namur,9.0,wallonie,1.0,0.0,-0.5319539220930115
6589,6700,115000,1,50,1,0,1,Arlon,Arlon,luxembourg,10.0,wallonie,1.0,39.0,-1.5638984102976647
6590,2020,140000,2,68,1,0,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6591,6061,140000,3,96,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6592,3090,105000,1,33,1,1,1,Overijse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.0049061050346726
6593,8434,115000,1,32,0,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6594,6061,128000,3,101,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6595,5060,129000,2,84,1,0,1,Sambreville,Namur,namur,9.0,wallonie,1.0,1.0,-2.6735700186000035
6596,1083,130000,1,32,1,1,1,Ganshoren,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.129092896868724
6597,8450,137500,1,45,0,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6598,4500,139500,2,80,1,1,0,Huy,Huy,liege,4.0,wallonie,1.0,15.0,-2.1119851124813955
6599,4000,145000,2,85,0,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6602,8380,137000,1,57,1,0,0,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6605,8434,149000,2,54,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6607,6040,110000,2,80,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6608,9300,145000,2,85,1,0,1,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
6609,8370,105000,1,40,1,0,0,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6611,5360,120000,3,90,1,0,0,Hamois,Dinant,namur,9.0,wallonie,1.0,0.0,-1.17771644129925
6612,8430,139000,1,65,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6613,2000,150000,1,40,1,0,0,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
6615,9550,119000,1,70,0,0,0,Herzele,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.306656633782776
6616,8400,135000,2,84,0,1,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6619,9600,128000,2,75,0,1,0,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6620,9600,128000,2,75,0,1,0,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6621,9600,128000,2,75,0,1,0,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6622,9600,128000,2,75,0,1,0,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6623,8430,135000,2,55,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6624,8500,135000,2,94,1,1,0,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
6625,1090,139000,1,65,1,0,1,Jette,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.185926733090803
6626,8430,140000,1,40,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6627,3001,146000,1,16,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6628,2900,147000,2,72,1,0,0,Schoten,Antwerpen,anvers,2.0,flandre,0.0,17.0,-3.112322197875105
6629,3001,148500,1,17,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6630,1400,135000,1,50,1,0,1,Nivelles,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-1.8952530213573229
6631,1731,114700,1,48,0,1,0,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
6632,4020,115000,2,75,0,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6637,4540,145000,1,78,1,1,0,Amay,Huy,liege,4.0,wallonie,1.0,15.0,-2.4397791740837698
6638,8310,142500,1,50,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6645,7520,149000,2,72,1,1,0,Tournai,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-1.9648941690841963
6649,1020,125000,1,44,0,1,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6650,1020,125000,1,44,0,1,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
6651,8501,125000,3,103,0,0,0,Kortrijk,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.721853853563104
6652,6850,129000,1,56,1,1,0,Paliseul,Neufchâteau,luxembourg,10.0,wallonie,1.0,16.0,-0.5521365688854891
6653,6900,150000,2,64,0,0,0,Marche-en-Famenne,Marche-en-Famenne,luxembourg,10.0,wallonie,1.0,24.0,-1.281400538072594
6654,1090,147000,1,59,0,0,1,Jette,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.185926733090803
6655,1070,129000,1,42,1,1,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6657,7160,145000,2,69,1,0,1,Chapelle-lez-Herlaimont,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.425182884876668
6658,8434,109000,1,38,0,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6659,8434,109000,1,38,0,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6660,1180,120000,1,36,1,1,1,Uccle,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
6661,1180,120000,1,36,1,1,1,Ukkel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
6662,7300,125000,1,56,1,0,1,Boussu,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.531853272403469
6665,8450,135000,1,81,1,1,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6666,3001,139250,1,17,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6667,8800,145000,1,71,1,0,1,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
6668,8450,149000,1,52,1,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6672,9500,120000,2,80,0,0,1,Geraardsbergen,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.2931362983199057
6673,9500,120000,2,80,0,0,1,Moerbeke,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-1.617889428480672
6674,1180,125000,1,35,1,0,1,Uccle,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
6675,1180,125000,1,35,1,0,1,Ukkel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
6676,9240,129000,1,57,1,0,1,Zele,Dendermonde,flandre-orientale,1.0,flandre,0.0,35.0,-2.3569236645553384
6677,8434,145000,1,50,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6678,8434,145000,1,50,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6681,1070,149000,1,74,1,0,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6682,1070,149000,1,74,1,0,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6683,6280,150000,2,75,1,1,0,Gerpinnes,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.019469734207473
6684,8670,110000,1,40,1,1,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6685,4000,125000,1,70,0,0,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
6686,8620,137500,1,60,1,1,1,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
6687,8670,147000,2,59,0,0,0,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
6688,7100,114000,2,78,1,1,0,La Louvière,La Louvière,hainaut,6.0,wallonie,1.0,32.0,-2.6808507968364728
6689,6000,120000,2,110,1,0,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6690,2300,129000,1,80,0,1,0,Turnhout,Turnhout,anvers,2.0,flandre,0.0,22.0,-2.1429094708122007
6691,8580,150000,1,51,0,0,1,Avelgem,Courtrai,flandre-occidentale,0.0,flandre,0.0,25.0,-2.408787917237554
6693,5300,145000,1,133,1,1,0,Andenne,Namur,namur,9.0,wallonie,1.0,1.0,-1.977658938944886
6695,8370,115000,1,50,1,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
6696,3000,147500,1,17,1,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6697,2880,138800,1,56,1,1,0,Bornem,Mechelen,anvers,2.0,flandre,0.0,29.0,-2.140915017058798
6698,7300,149500,2,115,1,0,1,Boussu,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.531853272403469
6699,1640,150000,1,55,0,0,1,Rhode-Saint-Genèse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.1414176826462286
6700,1640,150000,1,55,0,0,1,Sint-Genesius-Rode,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.1414176826462286
6701,6110,135000,1,67,1,0,0,Montigny-le-Tilleul,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.9238474450070817
6702,1070,135000,1,50,1,1,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6705,8450,119000,1,67,1,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6706,7080,120000,1,107,1,0,1,Frameries,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.3920150162354066
6708,8434,127500,1,32,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6709,1070,129000,1,45,1,0,0,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6710,1070,135000,1,40,1,1,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6711,1070,135000,1,40,1,1,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
6712,8400,140000,1,41,0,1,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
6713,5060,145000,2,80,1,0,1,Sambreville,Namur,namur,9.0,wallonie,1.0,1.0,-2.6735700186000035
6714,8620,145000,1,60,1,1,1,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
6715,1190,149000,1,50,1,0,1,Forest,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
6716,1190,149000,1,50,1,0,1,Vorst,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
6717,3600,150000,1,54,1,1,1,Genk,Hasselt,limbourg,7.0,flandre,0.0,20.0,-2.5746933747694247
6719,6044,125000,2,100,1,1,0,Charleroi,Charleroi,hainaut,6.0,wallonie,1.0,21.0,-2.8855335437554714
6721,9120,145000,2,80,1,0,0,Beveren,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-1.7000311037731617
6723,6534,115000,3,90,1,0,1,Thuin,Thuin,hainaut,6.0,wallonie,1.0,18.0,-1.5349956674448335
6724,5190,139500,2,70,1,0,1,Jemeppe-sur-Sambre,Namur,namur,9.0,wallonie,1.0,1.0,-2.3462197026743064
6725,8434,149000,1,42,1,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6726,8430,147000,1,40,0,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6727,8420,135000,1,55,1,0,1,De Haan,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.9578914010844213
6729,9660,129000,2,82,0,0,0,Brakel,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.1397094095121107
6730,9660,129000,2,82,0,0,0,Riemst,Tongres,limbourg,7.0,flandre,0.0,7.0,-1.92460823622608
6731,9660,129000,2,82,0,0,0,Zottegem,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.4694374353268502
6732,3001,148500,1,17,0,0,0,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
6735,9880,139000,1,40,0,0,1,Aalter,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.098862169304426
6736,7390,130000,1,80,1,0,1,Quaregnon,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.990360067585215
6737,9600,144813,1,70,0,1,1,Renaix,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6738,9600,144813,1,70,0,1,1,Ronse,Audenarde,flandre-orientale,1.0,flandre,0.0,19.0,-2.5345989227442414
6739,8620,150000,2,80,1,1,1,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
6741,7000,138000,1,68,1,1,0,Mons,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.2921898083274823
6743,8200,119000,1,28,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
6745,8450,119500,1,45,0,0,1,Bredene,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.663296501952888
6746,8434,120000,1,60,0,0,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
6749,7700,139000,2,87,1,0,0,Mouscron,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-2.87287404022708
6750,7700,139000,2,87,1,0,0,Moeskroen,Tournai et Mouscron,hainaut,6.0,wallonie,1.0,6.0,-2.87287404022708
